code,latitude,longitude
01418099999,+60.017,+005.200
01419099999,+59.050,+006.117
01421199999,+59.850,+006.000
01422099999,+59.167,+006.033
01423099999,+59.167,+006.050
01424099999,+59.650,+006.367
01425099999,+58.517,+006.517
01426099999,+58.433,+005.867
01427099999,+58.117,+006.567
01428099999,+58.099,+006.626
01428199999,+59.111,+002.846
01430099999,+58.017,+007.450
01431099999,+58.933,+006.917
01432099999,+58.883,+006.850
01432199999,+58.967,+006.933
01433099999,+59.833,+006.983
01434099999,+59.767,+007.367
01435099999,+59.817,+007.217
01436099999,+57.983,+007.050
01439099999,+58.250,+007.442
01440099999,+59.333,+006.867
01441099999,+59.583,+007.383
01442099999,+58.667,+007.800
01444099999,+59.200,+007.517
01445099999,+59.450,+008.000
01446099999,+59.567,+008.200
01447099999,+59.500,+008.200
01448099999,+58.067,+008.050
01449099999,+58.867,+009.033
01450099999,+59.833,+008.183
01452099999,+58.204,+008.085
01453099999,+58.600,+008.417
01455099999,+59.033,+008.517
01459099999,+58.650,+008.633
01460099999,+59.433,+010.583
01461199999,+59.850,+008.650
01462099999,+59.083,+009.667
01463099999,+59.650,+010.767
01464099999,+58.333,+008.517
01465099999,+58.400,+008.783
01466099999,+59.967,+011.033
01467099999,+58.633,+009.150
01468099999,+60.183,+012.000
01469099999,+60.167,+010.250
01470099999,+59.383,+009.200
01470399999,+59.566,+009.212
01471099999,+60.050,+009.150
01473099999,+59.617,+009.633
01474099999,+59.900,+009.533
01475099999,+59.183,+009.567
01476099999,+58.850,+009.550
01477099999,+59.717,+010.150
01478099999,+58.967,+010.150
01480099999,+59.750,+010.133
01481099999,+59.233,+010.350
01482099999,+59.033,+010.517
01482599999,+59.187,+010.259
01483099999,+59.183,+010.267
01484099999,+59.917,+011.583
01484399999,+59.317,+010.450
01485099999,+59.617,+010.217
01486099999,+59.850,+010.433
01487099999,+59.933,+010.833
01488099999,+60.117,+010.833
01488199999,+61.206,+001.829
01489099999,+60.050,+010.683
01490099999,+59.983,+010.683
01492099999,+59.950,+010.717
01493099999,+59.283,+011.117
01494099999,+59.379,+010.786
01495099999,+59.150,+010.833
01496099999,+59.817,+011.483
01497099999,+59.000,+011.533
01498099999,+59.967,+012.217
01500099999,+59.383,+011.383
02000199999,+56.083,+013.213
02012099999,+67.733,+017.467
02013099999,+67.733,+017.467
02018099999,+67.533,+018.233
02019099999,+68.417,+018.167
02020099999,+68.417,+018.167
02022099999,+68.354,+018.816
02023099999,+68.433,+018.633
02024099999,+67.500,+018.300
02026099999,+67.317,+018.883
02029099999,+67.917,+018.600
02031099999,+68.067,+019.833
02032099999,+68.217,+019.717
02036099999,+67.850,+019.033
02038099999,+67.250,+020.267
02043099999,+67.933,+021.067
02044099999,+67.822,+020.337
02045099999,+67.833,+020.417
02048099999,+67.167,+020.667
02049099999,+67.132,+020.815
02050099999,+68.417,+018.117
02051099999,+68.450,+022.500
02052099999,+66.950,+017.750
02053099999,+67.133,+020.667
02054099999,+68.050,+021.750
02055099999,+68.683,+021.533
02056099999,+65.067,+017.167
02057099999,+65.550,+022.133
02058099999,+65.833,+024.150
02059099999,+64.500,+014.133
02060099999,+68.683,+021.533
02062099999,+63.183,+014.500
02063099999,+64.167,+017.367
02064099999,+67.333,+022.233
02065099999,+62.033,+014.367
02066099999,+62.533,+017.450
02067099999,+61.683,+013.133
02068099999,+61.800,+016.567
02069099999,+61.267,+017.100
02070099999,+60.150,+013.800
02071099999,+58.583,+016.150
02071199999,+60.417,+015.517
02072099999,+67.733,+022.833
02073099999,+59.367,+013.467
02074099999,+59.267,+015.333
02075099999,+59.583,+016.633
02076099999,+59.883,+017.600
02077099999,+59.350,+017.950
02079099999,+58.433,+012.700
02080099999,+68.450,+022.450
02081099999,+68.450,+022.450
02082099999,+58.750,+017.867
02083099999,+58.400,+019.200
02084099999,+68.050,+022.000
02085099999,+57.717,+013.117
02086099999,+67.767,+022.350
02087099999,+57.767,+014.083
02088099999,+67.083,+022.217
02089099999,+57.367,+017.100
02090099999,+57.667,+018.350
02091099999,+57.667,+018.350
02092099999,+67.950,+023.467
02093099999,+56.867,+014.800
02094099999,+56.033,+015.800
02095099999,+67.200,+023.383
02096099999,+67.217,+023.400
02097099999,+55.600,+013.067
02098099999,+55.550,+013.367
02099099999,+55.433,+013.833
02100099999,+68.683,+021.533
02101099999,+65.806,+015.083
02102099999,+65.100,+014.517
02103099999,+65.783,+015.067
02104099999,+65.817,+015.083
02105099999,+65.533,+014.983
02106099999,+66.600,+019.833
02108099999,+65.067,+014.800
02109099999,+65.900,+019.100
02110099999,+65.333,+015.067
02111099999,+65.867,+020.133
02112099999,+63.050,+012.267
02114099999,+64.450,+015.600
02115099999,+63.300,+012.133
02116099999,+63.317,+013.650
02117099999,+63.567,+019.500
02118099999,+65.317,+016.033
02119099999,+66.883,+018.017
02120099999,+66.883,+018.017
02120599999,+64.950,+017.700
02121099999,+66.683,+016.117
02122099999,+66.533,+017.667
02123099999,+66.317,+017.100
02124099999,+66.050,+017.833
02125099999,+60.317,+012.700
02126099999,+65.017,+017.700
02127099999,+65.067,+017.167
02128099999,+65.000,+017.700
02129099999,+64.967,+017.700
02130099999,+66.483,+016.417
02131099999,+59.667,+012.583
02133099999,+58.967,+014.900
02135099999,+65.567,+017.867
02136099999,+65.500,+018.950
02138099999,+60.500,+018.867
02141099999,+66.317,+019.217
02142099999,+66.496,+020.147
02143099999,+66.217,+019.133
02144099999,+65.983,+018.933
02145099999,+66.150,+019.633
02146099999,+66.500,+019.683
02147099999,+65.150,+018.600
02148099999,+58.617,+016.117
02149099999,+65.600,+019.267
02150099999,+58.783,+016.917
02151099999,+66.483,+020.167
02152099999,+66.300,+020.417
02154099999,+65.875,+020.150
02155099999,+57.300,+014.133
02156099999,+63.967,+013.717
02158099999,+65.133,+020.783
02159099999,+65.120,+020.770
02160099999,+66.750,+021.050
02161099999,+66.750,+020.933
02162099999,+56.467,+013.650
02163099999,+56.083,+013.233
02164099999,+66.383,+021.633
02166099999,+56.267,+015.283
02167099999,+55.383,+012.817
02169099999,+65.867,+021.450
02170099999,+65.750,+021.767
02171099999,+65.817,+021.633
02172099999,+65.683,+020.967
02173099999,+65.667,+021.067
02174099999,+66.283,+021.133
02176099999,+65.033,+021.567
02181099999,+66.267,+022.850
02182099999,+66.267,+022.833
02183099999,+65.550,+022.117
02184099999,+66.817,+022.333
02185099999,+65.550,+022.133
02186099999,+65.544,+022.122
02188099999,+65.317,+022.383
02190099999,+66.850,+023.033
02191099999,+65.700,+023.100
02196099999,+65.833,+024.150
02197099999,+65.817,+024.117
02199099999,+66.617,+023.467
02200099999,+63.983,+012.867
02202099999,+68.217,+019.717
02204099999,+67.850,+019.033
02206099999,+63.283,+012.133
02207099999,+63.283,+012.117
02209099999,+63.050,+012.283
02210099999,+63.183,+012.167
02215099999,+63.433,+013.083
02216099999,+63.300,+013.883
02217099999,+63.367,+013.167
02218099999,+63.317,+013.650
02219099999,+64.500,+014.217
02221099999,+63.833,+013.500
02222099999,+64.500,+014.167
02223099999,+63.967,+013.717
02224099999,+63.767,+014.433
02226099999,+63.200,+014.500
02227199999,+65.850,+023.133
02228099999,+64.050,+012.950
02229099999,+63.200,+014.483
02230099999,+64.217,+015.550
02231099999,+63.683,+014.600
02232099999,+64.433,+015.633
02233099999,+64.967,+015.383
02234099999,+63.867,+015.583
02236099999,+63.767,+015.333
02242099999,+64.083,+016.233
02243099999,+63.683,+016.950
02244099999,+63.683,+016.950
02245099999,+64.583,+016.850
02245599999,+64.548,+018.716
02247099999,+63.150,+016.167
02248099999,+63.167,+016.167
02251099999,+62.800,+013.067
02252099999,+64.450,+017.083
02254099999,+64.167,+017.317
02255099999,+62.500,+016.183
02256099999,+64.733,+017.400
02257099999,+61.850,+012.267
02258099999,+65.817,+016.717
02259099999,+63.049,+017.769
02260099999,+63.133,+018.250
02261099999,+64.550,+018.717
02262099999,+66.567,+016.350
02263099999,+64.083,+018.367
02264099999,+64.083,+018.417
02265099999,+63.650,+018.550
02266099999,+64.583,+016.850
02267099999,+63.408,+018.990
02269099999,+63.183,+019.017
02270099999,+64.917,+019.467
02271099999,+64.933,+019.383
02274099999,+64.217,+019.717
02276099999,+63.567,+019.500
02278099999,+63.150,+016.167
02279099999,+59.867,+011.967
02280099999,+59.283,+012.050
02281099999,+59.050,+012.700
02282099999,+64.567,+019.700
02283099999,+63.817,+020.233
02284099999,+63.433,+019.683
02286099999,+63.792,+020.283
02286199999,+61.267,+017.100
02287099999,+63.800,+020.867
02288099999,+63.600,+020.750
02289099999,+63.333,+020.183
02290099999,+64.917,+021.233
02292099999,+64.433,+021.283
02293099999,+64.625,+021.077
02296099999,+64.483,+021.583
02297099999,+64.483,+021.583
02298099999,+58.567,+011.550
02300099999,+62.583,+012.217
02302099999,+61.833,+012.283
02303099999,+62.733,+012.733
02304099999,+61.850,+012.267
02305099999,+58.900,+013.250
02306099999,+61.133,+012.817
02307099999,+61.883,+012.850
02308099999,+62.450,+012.667
02310099999,+62.800,+013.067
02311099999,+61.150,+013.117
02312099999,+58.067,+015.217
02313099999,+58.100,+014.400
02314099999,+62.100,+013.250
02314199999,+58.017,+016.067
02316099999,+61.700,+013.183
02317099999,+62.100,+013.617
02318099999,+61.167,+013.017
02319099999,+62.750,+013.850
02319199999,+57.417,+013.283
02320199999,+57.967,+013.850
02321099999,+61.250,+014.033
02323099999,+62.533,+014.200
02324099999,+62.017,+014.183
02325099999,+62.500,+014.150
02326099999,+64.083,+018.417
02327099999,+62.050,+014.400
02328099999,+63.050,+017.767
02329099999,+61.667,+015.000
02330099999,+62.750,+015.100
02331099999,+62.750,+015.083
02332199999,+57.150,+015.667
02333099999,+56.833,+013.917
02334099999,+62.033,+015.467
02336099999,+61.383,+015.833
02337099999,+62.267,+015.667
02338099999,+61.367,+015.717
02342099999,+62.517,+016.183
02343099999,+62.500,+016.283
02345199999,+55.633,+013.700
02346099999,+61.783,+016.550
02347099999,+61.833,+016.550
02349099999,+62.767,+016.733
02354099999,+62.433,+017.350
02355099999,+61.700,+017.533
02360099999,+64.633,+021.083
02361099999,+62.633,+017.950
02364099999,+63.400,+018.967
02365099999,+62.517,+017.450
02366099999,+62.528,+017.444
02367099999,+62.367,+017.533
02368099999,+62.217,+017.750
02370099999,+60.600,+016.950
02371099999,+60.433,+015.500
02375099999,+59.350,+016.717
02376099999,+61.267,+017.100
02378099999,+61.450,+017.167
02381099999,+58.583,+016.250
02382099999,+62.650,+018.100
02398099999,+55.917,+014.083
02400099999,+60.350,+012.650
02402099999,+59.867,+011.967
02403099999,+58.700,+013.117
02404099999,+59.667,+012.583
02406099999,+59.283,+012.050
02407099999,+60.683,+013.700
02408099999,+59.217,+012.083
02409099999,+59.050,+012.700
02410099999,+60.683,+013.700
02411099999,+59.676,+012.639
02412099999,+60.150,+013.800
02413099999,+60.750,+012.767
02415099999,+59.367,+013.467
02416199999,+59.617,+013.733
02417099999,+58.750,+013.150
02418099999,+59.445,+013.337
02419099999,+59.367,+013.467
02420099999,+60.517,+014.950
02422099999,+59.617,+014.183
02423099999,+59.867,+013.117
02424099999,+59.950,+014.950
02426099999,+60.150,+013.800
02428099999,+59.100,+014.367
02428399999,+59.224,+015.038
02428499999,+60.958,+014.511
02428599999,+60.158,+012.991
02429099999,+59.667,+014.183
02430099999,+60.917,+015.117
02431099999,+59.867,+015.250
02432099999,+59.233,+015.050
02433099999,+60.617,+015.667
02435099999,+60.422,+015.515
02436099999,+59.267,+015.333
02437399999,+59.387,+015.924
02439099999,+59.533,+015.583
02440099999,+60.967,+016.433
02441099999,+60.967,+014.500
02443099999,+59.650,+017.117
02444099999,+60.167,+016.317
02446099999,+59.589,+016.634
02448099999,+59.200,+016.917
02449099999,+59.383,+016.450
02450099999,+60.733,+017.567
02451099999,+60.883,+017.917
02452099999,+59.300,+014.900
02453099999,+60.717,+017.167
02454099999,+60.750,+017.350
02456099999,+60.233,+017.900
02458099999,+59.897,+017.589
02460099999,+59.652,+017.919
02462099999,+59.867,+017.633
02464099999,+59.354,+017.942
02465099999,+59.350,+017.967
02468099999,+60.383,+015.133
02469099999,+59.183,+017.917
02470099999,+60.533,+018.383
02471099999,+60.500,+018.867
02472099999,+60.117,+015.117
02473099999,+60.283,+018.917
02474099999,+60.167,+018.750
02476099999,+59.050,+016.400
02480099999,+59.850,+018.733
02481099999,+59.917,+016.683
02482099999,+60.267,+016.983
02483099999,+59.350,+018.067
02484099999,+59.350,+018.067
02485099999,+59.350,+018.067
02485399999,+58.789,+016.912
02486099999,+59.367,+017.517
02487099999,+59.350,+018.733
02488099999,+60.533,+018.383
02489099999,+59.067,+018.117
02490099999,+59.833,+018.633
02493099999,+59.750,+019.417
02494099999,+64.483,+021.583
02495099999,+59.550,+020.017
02496099999,+59.450,+019.500
02498099999,+59.450,+019.500
02499099999,+59.150,+019.133
02500099999,+58.900,+011.000
02501099999,+58.583,+011.067
02502099999,+58.900,+012.033
02504099999,+58.567,+011.550
02505099999,+58.100,+011.333
02507099999,+58.667,+011.417
02508099999,+58.100,+011.350
02510099999,+58.217,+011.933
02510399999,+58.318,+012.345
02510599999,+58.466,+013.174
02511099999,+57.217,+011.833
02512099999,+57.775,+011.870
02513099999,+57.717,+012.000
02514099999,+65.590,+019.282
02515099999,+58.200,+012.150
02516099999,+57.633,+011.617
02517099999,+57.600,+011.633
02518099999,+57.300,+011.900
02519099999,+57.267,+012.117
02520099999,+58.426,+012.714
02521099999,+58.600,+012.417
02523099999,+65.983,+018.933
02524099999,+57.933,+013.067
02526099999,+57.663,+012.280
02527099999,+57.667,+012.291
02528099999,+61.167,+013.017
02529099999,+57.117,+012.267
02530099999,+58.900,+013.250
02533099999,+58.383,+013.250
02535099999,+58.456,+013.973
02536099999,+57.783,+013.167
02536199999,+57.717,+013.083
02538099999,+57.400,+013.533
02539099999,+57.117,+012.783
02540099999,+58.600,+012.200
02541099999,+58.967,+014.900
02542099999,+58.317,+013.033
02543099999,+58.650,+014.133
02544099999,+58.517,+014.517
02545099999,+58.567,+014.567
02546099999,+58.883,+014.383
02548099999,+58.100,+014.417
02549099999,+57.500,+014.467
02550099999,+57.758,+014.069
02552099999,+58.067,+015.233
02553099999,+58.083,+013.783
02553199999,+57.917,+014.083
02554099999,+58.717,+015.033
02555099999,+57.650,+014.700
02556099999,+57.292,+014.137
02557099999,+57.883,+015.867
02558099999,+58.683,+016.317
02559099999,+57.700,+016.467
02560099999,+58.800,+015.117
02561099999,+58.650,+015.433
02562099999,+58.402,+015.526
02562599999,+58.406,+015.681
02563099999,+58.250,+017.017
02563599999,+56.283,+012.833
02564099999,+58.067,+015.233
02565099999,+57.526,+015.823
02566099999,+57.400,+015.817
02567099999,+58.750,+017.867
02568099999,+57.067,+015.967
02570099999,+58.617,+016.117
02571099999,+58.586,+016.251
02572099999,+58.783,+016.917
02574099999,+58.583,+016.150
02575099999,+57.367,+017.100
02576099999,+57.717,+016.467
02580099999,+58.967,+018.450
02581099999,+58.950,+018.267
02582099999,+58.750,+017.867
02583099999,+58.600,+017.467
02584099999,+58.400,+019.200
02586099999,+58.250,+017.017
02587099999,+57.917,+018.950
02588099999,+57.900,+019.167
02589099999,+58.400,+019.200
02590099999,+57.663,+018.346
02591099999,+57.650,+018.350
02592099999,+57.367,+017.100
02593199999,+57.433,+018.150
02594099999,+57.300,+017.967
02595099999,+57.550,+018.433
02596099999,+57.417,+018.917
02597099999,+64.283,+027.683
02598099999,+57.433,+018.983
02599099999,+57.067,+018.217
02600099999,+56.933,+012.367
02602099999,+56.400,+012.950
02603099999,+56.867,+012.667
02604099999,+56.691,+012.820
02605099999,+56.450,+012.550
02606099999,+56.300,+012.450
02607099999,+56.283,+012.083
02609099999,+55.467,+013.667
02610099999,+55.867,+012.867
02611099999,+56.033,+012.767
02614099999,+55.600,+012.850
02615099999,+55.383,+012.817
02615199999,+55.517,+012.917
02616099999,+55.383,+012.817
02617099999,+55.383,+013.067
02618099999,+56.950,+013.067
02620099999,+56.967,+013.067
02622099999,+56.850,+013.883
02623099999,+55.867,+013.667
02624099999,+56.467,+013.650
02624199999,+56.433,+013.600
02625099999,+55.483,+014.317
02626099999,+56.367,+013.950
02627099999,+55.717,+013.217
02628099999,+56.017,+014.850
02629099999,+56.283,+013.933
02629199999,+55.967,+013.850
02630099999,+56.083,+013.233
02632099999,+55.950,+015.700
02633099999,+55.717,+013.217
02635099999,+55.567,+013.067
02636099999,+55.530,+013.372
02638099999,+55.333,+013.350
02639099999,+55.433,+013.833
02640099999,+56.867,+014.800
02641099999,+56.929,+014.728
02644099999,+56.200,+016.400
02646099999,+56.667,+016.467
02648099999,+56.850,+014.833
02650099999,+56.017,+014.850
02651099999,+55.922,+014.086
02652099999,+56.017,+014.100
02653199999,+55.983,+014.300
02654099999,+55.667,+014.267
02656099999,+55.383,+014.200
02661099999,+56.833,+015.467
02664099999,+56.267,+015.265
02666099999,+56.033,+015.800
02667099999,+56.150,+015.583
02670099999,+56.683,+016.300
02672099999,+56.686,+016.288
02676099999,+56.200,+016.400
02679099999,+56.917,+018.150
02680099999,+56.917,+018.150
02681099999,+58.483,+015.517
02685099999,+56.067,+016.683
02701099999,+69.050,+020.850
02702099999,+69.133,+027.267
02703099999,+60.200,+024.733
02704099999,+61.117,+024.317
02705099999,+67.017,+027.217
02706099999,+60.250,+024.050
02708099999,+62.183,+022.800
02710099999,+62.917,+026.417
02711099999,+63.100,+021.617
02713099999,+61.217,+025.133
02714099999,+64.500,+026.440
02715099999,+64.833,+028.233
02716099999,+65.933,+026.517
02717099999,+68.167,+025.767
02718099999,+61.517,+028.183
02719099999,+67.817,+027.750
