code,latitude,longitude
10018099999,+54.913,+008.340
10019599999,+54.917,+008.350
10019699999,+54.917,+008.350
10020099999,+55.017,+008.417
10022099999,+54.800,+008.950
10026099999,+54.517,+009.150
10028099999,+54.333,+008.600
10033099999,+54.833,+009.500
10034099999,+54.625,+009.346
10035099999,+54.533,+009.550
10037099999,+54.459,+009.516
10038099999,+54.312,+009.538
10042099999,+54.667,+010.033
10044099999,+54.500,+010.283
10045099999,+54.333,+010.100
10046099999,+54.383,+010.150
10046599999,+54.380,+010.145
10048099999,+54.383,+010.183
10055099999,+54.533,+011.067
10063099999,+54.500,+011.217
10067099999,+54.500,+011.233
10091099999,+54.683,+013.433
10093099999,+54.367,+013.483
10097099999,+54.250,+013.917
10097499999,+54.250,+013.917
10113099999,+53.717,+007.150
10120099999,+54.183,+007.883
10122099999,+53.534,+007.889
10122599999,+53.583,+007.817
10123099999,+53.800,+007.900
10124099999,+53.867,+008.132
10125099999,+53.500,+008.050
10126099999,+53.548,+007.667
10127099999,+53.533,+008.167
10128099999,+53.583,+008.033
10128199999,+53.583,+008.033
10128699999,+53.517,+008.133
10129099999,+53.533,+008.583
10130099999,+54.067,+009.017
10131099999,+53.867,+008.700
10133099999,+53.983,+009.150
10136099999,+53.768,+008.659
10139099999,+53.500,+009.167
10142099999,+53.983,+009.567
10143099999,+54.083,+009.983
10144099999,+53.650,+009.700
10144599999,+53.550,+009.833
10146099999,+53.733,+009.883
10147099999,+53.630,+009.988
10148099999,+53.550,+009.967
10149099999,+53.536,+009.837
10150099999,+54.167,+010.350
10151099999,+54.200,+011.100
10152099999,+54.083,+010.883
10156099999,+53.805,+010.719
10161099999,+54.000,+011.200
10162099999,+53.633,+011.417
10162499999,+53.427,+011.783
10163099999,+53.417,+011.783
10168099999,+53.600,+012.100
10169099999,+54.183,+012.067
10170099999,+54.183,+012.083
10172099999,+53.918,+012.278
10177099999,+53.767,+012.617
10178099999,+53.922,+013.219
10180099999,+54.367,+012.733
10181099999,+54.367,+013.083
10184099999,+54.100,+013.400
10185099999,+00.000,+000.000
10192099999,+53.883,+014.150
10193099999,+53.750,+014.067
10193599999,+53.879,+014.152
10200099999,+53.391,+007.227
10202099999,+53.367,+007.217
10203099999,+53.333,+007.200
10204099999,+53.333,+007.033
10205099999,+53.083,+007.383
10215099999,+53.183,+008.167
10218099999,+52.883,+008.233
10224099999,+53.048,+008.787
10224499999,+53.150,+008.617
10234099999,+53.133,+009.350
10235099999,+53.000,+009.833
10238099999,+52.817,+009.933
10246099999,+52.919,+010.198
10249099999,+53.400,+010.683
10253099999,+52.967,+011.133
10254099999,+52.833,+011.150
10261099999,+52.900,+011.733
10262099999,+53.033,+011.800
10264099999,+53.317,+011.933
10267099999,+52.933,+012.417
10268099999,+53.517,+012.667
10270099999,+52.900,+012.817
10272099999,+53.200,+012.517
10273099999,+53.733,+012.933
10277099999,+53.150,+013.033
10279099999,+53.350,+013.083
10280099999,+53.550,+013.200
10281099999,+53.602,+013.306
10286099999,+53.467,+013.617
10289099999,+53.317,+013.933
10291099999,+53.033,+014.000
10304099999,+52.717,+007.317
10305099999,+52.517,+007.317
10306099999,+52.291,+007.387
10307099999,+52.267,+007.433
10308099999,+52.450,+007.167
10308499999,+52.450,+007.167
10309099999,+52.083,+006.950
10312099999,+52.318,+008.170
10313099999,+51.967,+007.600
10313499999,+52.133,+007.683
10314099999,+52.339,+007.541
10315099999,+52.135,+007.685
10317099999,+52.250,+008.050
10318099999,+52.117,+008.283
10319399999,+51.617,+008.617
10320099999,+51.923,+008.306
10321099999,+52.586,+008.341
10325099999,+52.100,+008.750
10328099999,+51.950,+008.900
10334099999,+52.457,+009.427
10335099999,+52.279,+009.082
10337099999,+52.183,+009.950
10338099999,+52.461,+009.685
10343099999,+52.591,+010.022
10348099999,+52.319,+010.556
10356099999,+52.167,+011.183
10359099999,+52.517,+011.400
10361099999,+52.117,+011.583
10362099999,+52.067,+011.617
10365099999,+52.383,+012.167
10368099999,+52.117,+012.467
10370099999,+52.433,+012.450
10376099999,+52.117,+013.617
10378099999,+52.367,+013.083
10379099999,+52.383,+013.067
10380099999,+52.383,+013.050
10381099999,+52.467,+013.300
10382099999,+52.560,+013.288
10384099999,+52.473,+013.404
10385099999,+52.380,+013.523
10389099999,+52.517,+013.417
10393099999,+52.217,+014.117
10394099999,+52.217,+014.117
10395099999,+52.167,+014.117
10396099999,+52.550,+014.550
10398099999,+52.367,+014.517
10400099999,+51.289,+006.767
10401099999,+51.200,+006.133
10402099999,+51.117,+006.217
10403099999,+51.233,+006.500
10404099999,+51.750,+006.283
10404399999,+51.683,+006.167
10405099999,+51.600,+006.150
10406099999,+51.833,+006.533
10409099999,+51.400,+006.967
10410099999,+51.400,+006.967
10416099999,+51.518,+007.612
10418099999,+51.250,+007.650
10419099999,+51.233,+007.600
10420399999,+51.483,+007.899
10424099999,+51.583,+007.883
10426099999,+51.614,+008.616
10426499999,+51.583,+008.217
10427099999,+51.183,+008.483
10430099999,+51.783,+008.833
10431099999,+51.833,+008.950
10432099999,+51.850,+009.317
10433099999,+51.867,+009.267
10434099999,+51.333,+008.850
10435099999,+51.500,+009.183
10436099999,+51.408,+009.378
10437099999,+51.133,+009.283
10437499999,+51.230,+006.504
10438099999,+51.300,+009.450
10439099999,+51.115,+009.286
10440099999,+51.317,+008.800
10441099999,+51.283,+009.367
10442099999,+51.967,+009.800
10444099999,+51.550,+009.950
10448099999,+51.333,+010.167
10449099999,+51.400,+010.317
10452099999,+51.733,+010.600
10453099999,+51.800,+010.617
10454099999,+51.850,+010.767
10455099999,+51.767,+010.667
10458099999,+51.650,+011.133
10460099999,+51.383,+011.300
10466099999,+51.517,+011.950
10468099999,+51.550,+012.067
10469099999,+51.424,+012.236
10470099999,+51.400,+012.417
10471099999,+51.317,+012.450
10474099999,+51.883,+012.650
10476099999,+51.768,+013.168
10479099999,+51.300,+013.017
10480099999,+51.300,+013.100
10486099999,+51.117,+013.683
10488099999,+51.133,+013.767
10490099999,+51.650,+013.583
10492099999,+51.767,+014.300
10493099999,+51.667,+014.633
10496099999,+51.783,+014.317
10499099999,+51.167,+014.950
10500099999,+50.961,+006.042
10501099999,+50.783,+006.100
10502099999,+50.831,+006.658
10503099999,+50.817,+006.183
10504099999,+50.650,+006.283
10506099999,+50.367,+006.867
10508099999,+50.450,+006.650
10509099999,+50.983,+006.900
10510099999,+50.333,+006.950
10513099999,+50.866,+007.143
10514099999,+50.366,+007.315
10515099999,+50.417,+007.583
10517099999,+50.700,+007.150
10518099999,+50.700,+007.033
10519099999,+50.733,+007.200
10526099999,+50.667,+007.967
10532099999,+50.583,+008.700
10532599999,+50.333,+008.733
10533099999,+50.600,+008.733
10535099999,+50.817,+009.133
10536099999,+50.550,+009.650
10542099999,+50.867,+009.717
10544099999,+50.500,+009.950
10544599999,+50.533,+009.633
10546099999,+50.633,+010.150
10548099999,+50.567,+010.383
10549099999,+50.850,+010.467
10551099999,+50.617,+010.667
10552099999,+50.650,+010.767
10553699999,+50.982,+012.506
10554099999,+50.980,+010.958
10555099999,+50.983,+011.317
10557099999,+50.500,+011.133
10558099999,+50.383,+011.183
10564099999,+50.567,+011.817
10565099999,+51.083,+011.933
10567099999,+50.883,+012.133
10569099999,+50.483,+012.133
10574099999,+50.433,+012.617
10575099999,+50.600,+012.717
10577099999,+50.800,+012.867
10578099999,+50.433,+012.950
10579099999,+50.650,+013.150
10582099999,+50.733,+013.750
10591099999,+50.933,+014.217
10607099999,+49.973,+006.693
10607499999,+49.945,+006.565
10609099999,+49.750,+006.667
10610099999,+49.950,+006.567
10613099999,+50.174,+007.063
10614099999,+49.437,+007.600
10614599999,+49.217,+007.617
10615099999,+49.767,+007.050
10615699999,+49.650,+007.183
10616099999,+49.949,+007.264
10616199999,+52.074,+011.626
10616299999,+50.708,+008.083
10616399999,+49.210,+007.401
10616499999,+51.855,+011.419
10617099999,+49.967,+007.117
10618099999,+49.700,+007.333
10619099999,+49.650,+007.300
10626099999,+49.850,+007.600
10626599999,+49.850,+007.883
10627099999,+49.850,+007.883
10628099999,+49.983,+007.950
10629099999,+49.983,+008.717
10632099999,+49.967,+008.150
10632599999,+49.961,+008.642
10633099999,+50.050,+008.325
10633499999,+50.117,+009.117
10633599999,+49.967,+008.150
10635099999,+50.217,+008.450
10637099999,+50.026,+008.543
10638099999,+50.183,+008.650
10639099999,+50.017,+008.667
10640099999,+50.100,+008.733
10640599999,+50.183,+008.667
10641099999,+50.083,+008.783
10642099999,+50.169,+008.962
10643099999,+49.950,+008.967
10645099999,+49.900,+009.433
10646099999,+50.017,+009.417
10648099999,+49.717,+009.100
10653099999,+49.648,+009.966
10655099999,+49.767,+009.967
10657099999,+49.750,+009.500
10658099999,+50.200,+010.083
10658599999,+50.047,+010.171
10659099999,+49.750,+010.200
10659599999,+49.634,+011.767
10659699999,+49.383,+008.650
10659799999,+49.403,+007.536
10669099999,+49.743,+010.201
10671099999,+50.283,+010.983
10675099999,+49.883,+010.917
10675599999,+49.917,+010.917
10677099999,+49.984,+011.639
10678099999,+49.700,+011.933
10684099999,+50.283,+011.850
10685099999,+50.289,+011.855
10687099999,+49.699,+011.940
10687499999,+49.583,+010.917
10687599999,+49.583,+011.033
10688099999,+49.667,+012.183
10702099999,+48.783,+008.083
10704099999,+49.283,+006.683
10706099999,+49.483,+007.050
10708099999,+49.215,+007.110
10709099999,+49.250,+006.933
10712099999,+49.500,+007.867
10714099999,+49.217,+007.400
10717099999,+49.217,+007.617
10722099999,+48.783,+008.083
10723099999,+49.367,+008.133
10724099999,+49.383,+008.117
10725099999,+48.800,+008.183
10727099999,+49.033,+008.367
10727599999,+48.779,+008.081
10728099999,+49.564,+008.463
10729099999,+49.473,+008.514
10729599999,+49.567,+008.467
10733099999,+49.300,+008.900
10734099999,+49.400,+008.650
10734599999,+49.393,+008.652
10735099999,+49.250,+008.883
10736099999,+48.967,+008.867
10737099999,+48.767,+009.183
10738099999,+48.690,+009.222
10739099999,+48.833,+009.200
10742099999,+49.217,+009.517
10743099999,+49.392,+009.958
10745099999,+49.118,+009.784
10752099999,+49.474,+010.388
10755099999,+49.308,+010.639
10761099999,+49.017,+010.967
10762099999,+49.500,+010.967
10763099999,+49.499,+011.078
10763599999,+49.500,+010.967
10764099999,+49.383,+011.167
10765099999,+49.218,+011.100
10765599999,+49.383,+011.167
10771099999,+49.433,+011.900
10771599999,+49.217,+011.833
10775099999,+49.218,+011.836
10776099999,+49.050,+012.100
10777099999,+48.950,+011.433
10788099999,+48.833,+012.567
10791099999,+49.117,+013.133
10796099999,+49.033,+013.233
10803099999,+48.000,+007.850
10805099999,+48.369,+007.828
10805199999,+48.791,+008.187
10815099999,+48.450,+008.417
10818099999,+48.100,+008.750
10826099999,+48.517,+009.050
10827099999,+48.183,+009.000
10828099999,+48.100,+009.250
10832099999,+48.583,+009.783
10834099999,+48.167,+009.500
10835099999,+48.717,+009.700
10835499999,+48.717,+009.700
10836099999,+48.667,+009.867
10837099999,+48.220,+009.910
10838099999,+48.383,+009.950
10839099999,+48.400,+009.983
10845099999,+48.433,+010.233
10850099999,+48.783,+010.700
10852099999,+48.425,+010.932
10852299999,+48.433,+010.933
10852399999,+48.433,+010.933
10853099999,+48.711,+011.212
10856099999,+48.186,+010.861
10857099999,+48.071,+010.906
10858099999,+48.206,+011.267
10859099999,+48.083,+011.283
10860099999,+48.716,+011.534
10860599999,+48.750,+011.800
10862099999,+48.750,+011.800
10863099999,+48.400,+011.700
10864099999,+48.067,+011.633
10864499999,+48.081,+011.283
10864599999,+48.083,+011.600
10864699999,+49.983,+011.633
10865099999,+48.133,+011.550
10866099999,+48.354,+011.786
10867099999,+48.233,+011.550
10868099999,+48.244,+011.553
10869099999,+48.322,+011.949
10870099999,+48.350,+011.783
10871099999,+48.333,+011.617
10875099999,+48.283,+012.500
10893099999,+48.583,+013.467
10895099999,+48.550,+013.350
10900099999,+47.900,+007.617
10908099999,+47.883,+008.000
10912099999,+47.973,+008.522
10921099999,+47.983,+008.900
10929099999,+47.683,+009.183
10934099999,+47.650,+009.483
10935099999,+47.671,+009.511
10935399999,+47.667,+009.517
10946099999,+47.717,+010.333
10947099999,+47.989,+010.240
10948099999,+47.400,+010.283
10953099999,+47.867,+010.617
10954099999,+47.833,+010.867
10954399999,+47.833,+010.867
10961099999,+47.417,+010.983
10962099999,+47.800,+011.017
10963099999,+47.483,+011.067
10965099999,+47.417,+011.267
10971099999,+47.767,+011.600
10971199999,+47.767,+011.600
10980099999,+47.700,+012.017
10982099999,+47.883,+012.533
10997399999,+47.833,+010.867
11001099999,+48.100,+013.667
11003099999,+48.217,+013.483
11005099999,+48.400,+013.433
11008099999,+48.567,+014.000
11009099999,+48.183,+014.033
11010099999,+48.233,+014.188
11011099999,+48.233,+014.183
11012099999,+48.050,+014.133
11013099999,+48.117,+014.617
11014099999,+48.400,+014.833
11015099999,+48.500,+014.500
11016099999,+48.517,+014.417
11016199999,+47.843,+016.260
11016299999,+47.967,+016.267
11016399999,+47.150,+016.317
11016499999,+48.517,+014.417
11016599999,+47.850,+016.250
11017099999,+48.517,+014.500
11018099999,+48.100,+014.900
11019099999,+48.683,+015.367
11020099999,+48.617,+015.200
11021099999,+48.950,+015.033
11022099999,+48.767,+015.950
11023099999,+48.583,+015.667
11024099999,+48.333,+015.333
11025099999,+48.700,+014.883
11026099999,+48.450,+015.633
11027099999,+48.400,+016.200
11028099999,+48.183,+015.617
11030099999,+48.321,+016.112
11032099999,+48.667,+016.633
11033099999,+48.150,+016.133
11034099999,+48.200,+016.367
11035099999,+48.250,+016.367
11036099999,+48.110,+016.570
11037099999,+48.200,+016.567
11038099999,+48.067,+016.533
11039099999,+48.100,+016.933
11040099999,+48.133,+016.417
11051099999,+48.217,+013.033
11052099999,+48.067,+013.067
11053099999,+48.217,+013.483
11055099999,+48.467,+013.433
11059099999,+48.167,+014.067
11060099999,+48.300,+014.283
11070099999,+48.417,+015.617
11075099999,+48.467,+015.700
11078099999,+48.033,+015.583
11080099999,+48.200,+016.233
11081099999,+48.000,+016.233
11082099999,+48.033,+016.283
11083099999,+48.567,+016.367
11085099999,+48.333,+016.833
11090099999,+48.250,+016.433
11101099999,+47.500,+009.750
11103099999,+47.383,+009.700
11105099999,+47.267,+009.617
11106099999,+47.183,+009.817
11109099999,+47.133,+010.317
11110099999,+47.133,+010.233
11112099999,+47.140,+010.564
11113099999,+46.883,+010.483
11114099999,+47.467,+010.700
11115099999,+47.567,+010.600
11116099999,+47.500,+010.750
11119099999,+47.317,+011.183
11120099999,+47.260,+011.344
11121099999,+47.250,+011.350
11122099999,+47.333,+011.700
11124099999,+47.150,+010.200
11126099999,+47.217,+011.467
11127099999,+46.867,+011.033
11128099999,+47.000,+011.517
11129099999,+47.000,+011.500
11130099999,+47.583,+012.167
11132099999,+47.517,+012.450
11133099999,+47.517,+012.450
11134099999,+47.217,+012.033
11135099999,+47.417,+012.367
11136099999,+47.233,+012.183
11137099999,+47.400,+012.900
11138099999,+47.133,+012.633
11139099999,+47.550,+013.433
11140099999,+47.583,+012.700
11141099999,+47.400,+013.217
11142099999,+47.317,+013.183
11143099999,+47.300,+012.783
11144099999,+47.333,+012.800
11145099999,+47.117,+013.133
11146099999,+47.050,+012.950
11147099999,+47.383,+013.450
11148099999,+47.100,+013.650
11149099999,+47.250,+013.567
11150099999,+47.793,+013.004
11151099999,+47.950,+013.600
11152099999,+47.983,+013.100
11153099999,+47.850,+013.367
11154099999,+47.900,+013.800
11155099999,+47.817,+013.717
11156099999,+47.717,+013.633
11157099999,+47.533,+014.133
11158099999,+47.117,+013.733
11159099999,+47.617,+014.300
11160099999,+47.600,+014.750
11161099999,+47.517,+014.950
11162099999,+47.133,+013.683
11163099999,+47.117,+014.200
11164099999,+47.067,+014.560
11165099999,+47.203,+014.744
11168099999,+47.450,+014.667
11169099999,+47.817,+015.250
11170099999,+47.850,+015.067
11171099999,+47.800,+015.300
11172099999,+47.767,+015.317
11173099999,+47.450,+015.650
11174099999,+47.333,+015.000
11175099999,+47.417,+015.267
11176099999,+47.467,+015.333
11177099999,+47.683,+015.867
11180099999,+47.717,+015.783
11181099999,+47.967,+016.267
11182099999,+47.833,+016.217
11183099999,+47.633,+015.817
11184099999,+47.567,+015.783
11185099999,+47.517,+016.033
11186099999,+47.517,+016.050
11189099999,+47.333,+016.233
11190099999,+47.850,+016.533
11191099999,+47.800,+016.567
11192099999,+47.200,+016.333
11193099999,+47.333,+016.217
11194099999,+47.950,+016.850
11195099999,+47.150,+016.317
11201099999,+46.750,+012.417
11202099999,+47.117,+012.500
11203099999,+46.850,+012.867
11204099999,+46.833,+012.817
11205099999,+46.800,+012.850
11207099999,+46.650,+013.150
11210099999,+46.983,+013.183
11211099999,+46.783,+013.700
11212099999,+46.600,+013.667
11213099999,+46.617,+013.883
11214099999,+46.933,+014.917
11215099999,+46.808,+013.573
11219099999,+47.117,+014.400
11220099999,+47.067,+014.417
11225099999,+46.850,+014.183
11227099999,+46.717,+014.100
11228099999,+46.967,+014.400
11229099999,+46.767,+014.833
11231099999,+46.650,+014.333
11232099999,+46.567,+014.767
11233099999,+46.583,+014.750
11234099999,+46.500,+014.593
11236099999,+47.233,+015.233
11237099999,+46.733,+014.383
11240099999,+46.991,+015.440
11241099999,+47.200,+015.467
11242099999,+47.167,+015.483
11244099999,+46.867,+015.900
11245099999,+46.867,+015.900
11248099999,+46.683,+015.983
11252099999,+47.000,+012.450
11255099999,+46.683,+013.000
11260099999,+47.000,+013.167
11261099999,+46.933,+013.217
11263099999,+46.717,+013.283
11265099999,+46.600,+013.667
11270099999,+46.733,+013.083
11272099999,+46.783,+013.483
11275099999,+46.733,+013.850
11278099999,+46.633,+014.167
11280099999,+47.117,+014.183
11285099999,+46.817,+015.233
11290099999,+47.083,+015.450
11292099999,+47.067,+015.583
11295099999,+46.783,+015.550
11296099999,+46.767,+015.550
11298099999,+46.933,+015.867
11301099999,+47.450,+009.850
11302099999,+47.433,+009.733
11304099999,+47.100,+009.733
11306099999,+47.267,+010.083
11307099999,+47.117,+010.117
11308099999,+47.250,+010.183
11309099999,+46.967,+009.917
11310099999,+46.983,+010.317
11312099999,+46.967,+010.183
11315099999,+47.250,+010.333
11316099999,+46.933,+010.883
11318099999,+46.917,+010.867
11320099999,+47.267,+011.383
11325099999,+47.383,+011.750
11328099999,+47.517,+011.700
11330099999,+47.167,+011.850
11331099999,+46.633,+014.317
11332099999,+48.567,+016.600
11336099999,+47.433,+012.383
11337099999,+47.600,+012.650
11340099999,+47.333,+012.733
11342099999,+47.100,+013.117
11343099999,+47.050,+012.950
11345099999,+47.333,+013.150
11346099999,+47.217,+013.000
11348099999,+47.150,+013.750
11349099999,+47.067,+013.617
11350099999,+47.783,+013.050
11351099999,+47.433,+013.633
11352099999,+47.983,+013.417
11353099999,+47.900,+014.333
11354099999,+47.633,+013.617
11355099999,+47.733,+014.333
11356099999,+47.617,+013.750
11357099999,+47.733,+013.450
11358099999,+47.550,+013.933
11359099999,+47.433,+013.900
11360099999,+47.500,+014.100
11362099999,+47.417,+014.767
11365099999,+47.200,+014.767
11366099999,+47.383,+012.650
11367099999,+48.383,+015.000
11370099999,+47.450,+015.300
11372099999,+47.100,+013.133
11375099999,+47.550,+015.233
11378099999,+47.867,+015.883
11380099999,+47.700,+015.833
11382099999,+47.783,+015.900
11383099999,+47.617,+015.817
11384099999,+47.617,+015.833
11385099999,+47.817,+016.033
11386099999,+47.517,+016.183
11387099999,+47.983,+016.500
11389099999,+48.183,+015.617
11390099999,+47.283,+015.983
11393099999,+47.467,+016.667
11395099999,+47.767,+017.033
11406099999,+50.067,+012.383
11414099999,+50.203,+012.915
11418099999,+49.917,+012.717
11423099999,+49.667,+012.683
11423199999,+48.946,+014.427
11423299999,+50.121,+014.544
11423399999,+49.029,+017.440
11423499999,+50.767,+015.017
11433099999,+50.550,+013.617
11438099999,+50.383,+013.333
11448099999,+49.675,+013.275
11450099999,+49.767,+013.383
11455099999,+49.383,+013.300
11457099999,+49.067,+013.617
11464099999,+50.550,+013.933
11465099999,+50.650,+013.800
11487099999,+49.467,+013.833
11502099999,+50.683,+014.033
11509099999,+50.467,+014.167
11518099999,+50.101,+014.260
11519099999,+50.067,+014.433
11520099999,+50.000,+014.450
11535199999,+49.274,+014.502
11538099999,+49.200,+014.350
11540099999,+49.033,+014.483
11541099999,+48.950,+014.433
11543099999,+48.800,+014.133
11546099999,+48.950,+014.467
11567099999,+50.117,+014.533
11582099999,+49.417,+014.667
11603099999,+50.767,+015.017
11624099999,+49.940,+015.382
11628099999,+49.567,+015.083
11636099999,+49.167,+015.433
11643099999,+50.700,+015.733
11644099999,+50.667,+015.917
11645099999,+50.583,+016.333
11648099999,+50.250,+015.850
11649099999,+50.183,+015.833
11650099999,+49.617,+015.583
11652099999,+50.013,+015.739
11653099999,+50.733,+015.733
11658099999,+49.617,+015.533
11659099999,+49.583,+015.767
11669099999,+50.350,+016.317
11679099999,+49.983,+016.417
11683099999,+49.733,+016.033
11692099999,+49.166,+016.125
11693099999,+49.100,+016.133
11698099999,+48.883,+016.083
11710099999,+49.650,+016.950
11722099999,+49.117,+016.750
11723099999,+49.151,+016.694
11724099999,+50.100,+016.683
11725099999,+49.917,+018.100
11730099999,+50.183,+017.117
11735099999,+50.067,+017.233
11740099999,+49.933,+017.883
11744099999,+49.600,+017.217
11747099999,+49.450,+017.133
11748099999,+49.426,+017.405
11750099999,+49.433,+017.400
11766099999,+49.783,+017.550
11774099999,+49.317,+017.567
11781099999,+49.600,+018.017
11782099999,+49.696,+018.111
11787099999,+49.550,+018.450
11801099999,+48.400,+017.150
11812099999,+48.250,+017.150
11813099999,+48.167,+017.117
11816099999,+48.170,+017.213
11819099999,+48.483,+017.667
11826099999,+48.617,+017.833
11841099999,+49.233,+018.617
11855099999,+48.283,+018.133
11856099999,+48.283,+018.450
11858099999,+47.867,+018.200
11865099999,+49.200,+018.767
11867099999,+48.767,+018.600
11880099999,+48.167,+018.867
11900099999,+46.533,+023.300
11903099999,+48.650,+019.150
11906099999,+48.350,+019.317
11916099999,+48.983,+019.600
11918099999,+49.367,+019.683
11927099999,+48.333,+019.733
11927199999,+48.663,+021.241
11927299999,+48.283,+018.133
11927399999,+48.767,+018.583
11927499999,+48.625,+017.828
11927599999,+48.638,+019.134
11927699999,+49.232,+018.614
11930099999,+49.200,+020.217
11933099999,+48.933,+022.000
11934099999,+49.074,+020.241
11938099999,+48.850,+020.183
11952099999,+49.033,+020.317
11955099999,+49.033,+021.317
11958099999,+48.783,+020.983
11968099999,+48.667,+021.217
11976099999,+49.217,+021.650
11978099999,+48.667,+021.733
11993099999,+48.933,+022.000
11995099999,+48.933,+020.550
12001099999,+55.467,+018.167
12100099999,+54.183,+015.583
12101099999,+54.150,+015.350
12102099999,+54.017,+014.767
12103099999,+54.017,+014.733
12105099999,+54.200,+016.150
12105199999,+52.268,+020.911
12105299999,+52.817,+018.333
12105399999,+52.000,+019.150
12105499999,+51.533,+020.017
12105599999,+51.717,+019.400
12105699999,+52.451,+020.652
12106099999,+54.033,+016.300
12107099999,+54.283,+016.117
12108099999,+54.117,+016.683
12112099999,+54.167,+017.500
12114099999,+54.100,+015.067
12115099999,+54.583,+016.867
12116099999,+54.150,+015.300
12116399999,+54.479,+017.108
12118099999,+54.183,+015.550
12119099999,+54.250,+015.850
12119599999,+51.233,+022.683
12120099999,+54.750,+017.533
12122099999,+54.550,+016.620
12123099999,+54.300,+016.183
12124099999,+54.400,+016.350
12125099999,+54.550,+017.750
12127099999,+54.430,+016.370
12128099999,+54.042,+016.264
12129099999,+54.550,+016.533
12131099999,+54.583,+016.850
12133099999,+54.483,+017.100
12135099999,+54.600,+018.817
12136099999,+54.417,+017.767
12137099999,+54.717,+017.233
12138099999,+54.767,+017.533
12139099999,+54.833,+017.933
12140099999,+54.400,+018.700
12142099999,+54.567,+018.517
12143099999,+54.833,+018.350
12145099999,+54.517,+018.567
12146099999,+54.248,+018.672
12146599999,+51.383,+019.683
12147099999,+54.633,+018.817
12148099999,+54.580,+018.800
12149099999,+54.533,+018.567
12150099999,+54.378,+018.466
12153099999,+54.400,+018.667
12154099999,+54.030,+019.130
12155099999,+54.333,+018.933
12156099999,+54.367,+019.283
12160099999,+54.223,+019.543
12163099999,+54.133,+020.567
12185099999,+54.067,+021.367
12186099999,+54.033,+022.517
12195099999,+54.133,+022.950
12200099999,+53.917,+014.233
12201099999,+53.917,+014.283
12203099999,+53.950,+014.467
12205099999,+53.400,+014.617
12206099999,+53.583,+014.900
12207099999,+53.317,+015.000
12208099999,+53.900,+015.450
12210099999,+53.767,+015.400
12211099999,+53.767,+015.783
12212099999,+53.791,+015.826
12215099999,+53.717,+016.747
12225099999,+53.450,+016.500
12226099999,+53.395,+016.083
12230099999,+53.133,+016.750
12231099999,+52.833,+014.417
12235099999,+53.717,+017.550
12236099999,+53.733,+018.933
12237099999,+53.525,+018.849
12238099999,+53.117,+017.967
12240099999,+53.083,+017.983
12250099999,+53.050,+018.583
12269099999,+53.533,+019.950
12270099999,+53.100,+020.350
12272099999,+53.767,+020.417
12273099999,+52.883,+020.633
12280099999,+53.783,+021.583
12281099999,+53.567,+021.000
12285099999,+53.083,+021.567
12295099999,+53.100,+023.167
12299099999,+52.850,+015.667
12300099999,+52.750,+015.283
12310099999,+52.350,+014.600
12311099999,+52.433,+015.550
12312099999,+52.139,+015.799
12315099999,+52.833,+017.300
12326099999,+52.332,+016.966
12330099999,+52.421,+016.826
12331099999,+52.533,+017.217
12332099999,+52.233,+018.217
12336099999,+52.379,+017.854
12342099999,+52.817,+018.333
12345099999,+52.200,+018.667
12359099999,+52.650,+019.083
12360099999,+52.583,+019.733
12361099999,+52.250,+019.233
12363099999,+52.267,+020.917
12372099999,+52.283,+020.967
12374099999,+52.400,+020.967
12375099999,+52.166,+020.967
12376099999,+52.196,+021.656
12376499999,+50.433,+021.767
12376599999,+54.027,+019.134
12376699999,+54.417,+017.767
12376799999,+53.100,+017.983
12385099999,+52.181,+022.250
12395099999,+52.017,+023.117
12396099999,+52.000,+023.150
12399099999,+52.067,+023.617
12400099999,+51.933,+015.533
12401099999,+51.650,+015.150
12403099999,+51.683,+015.733
12404099999,+51.633,+015.383
12405099999,+51.133,+015.033
12406099999,+51.561,+015.585
12414099999,+51.267,+015.567
12415099999,+51.200,+016.200
12416099999,+51.800,+016.317
12417099999,+51.417,+016.200
12418099999,+51.833,+016.533
12419099999,+51.967,+017.550
12424099999,+51.103,+016.886
12425099999,+51.117,+016.883
12426099999,+51.300,+017.717
12428099999,+51.100,+016.883
12430099999,+51.217,+017.450
12435099999,+51.783,+018.083
12452099999,+52.000,+019.150
12454099999,+51.552,+019.179
12455099999,+51.217,+018.567
12464099999,+51.617,+020.533
12465099999,+51.733,+019.400
12466099999,+51.533,+020.017
12469099999,+51.350,+019.867
12471099999,+51.833,+020.800
12485099999,+51.417,+021.117
12488099999,+51.567,+021.550
12490099999,+51.551,+021.894
12495099999,+51.217,+022.400
12497099999,+51.550,+023.533
12500099999,+50.900,+015.800
12501099999,+50.950,+016.767
12510099999,+50.733,+015.733
12511099999,+50.767,+016.283
12518099999,+50.633,+017.783
12519099999,+50.400,+016.400
12520099999,+50.433,+016.617
12521099999,+50.983,+017.250
12522099999,+50.867,+016.717
12523099999,+50.850,+016.483
12524099999,+50.517,+018.300
12525099999,+50.833,+017.433
12526099999,+50.633,+017.400
12528099999,+50.867,+018.417
12529099999,+50.500,+017.983
12530099999,+50.617,+017.967
12531099999,+50.500,+017.300
12532099999,+50.367,+017.933
12533099999,+50.300,+016.667
12539099999,+52.267,+018.667
12540099999,+50.050,+018.200
12550099999,+50.817,+019.100
